"site","site_id","duration","n_stations","H1","homog_status","chosen_dist","chosen_absZ","Z_acceptable","selection_source","reviewer","runner_up","runner_up_absZ","z_margin","review_recommended","depth_10k_mm","tail_min_10k_mm","tail_max_10k_mm","tail_spread_pct","needs_review"
"W. KERR SCOTT DAM","NC00300","72h",41,1.121,"acceptably homogeneous (H1 in [1,2))","GLO",0.238,TRUE,"auto",NA,"GEV",2.629,2.391,FALSE,891.7,334.1,891.7,62.5,FALSE
"DILLON","CO00875","24h",35,0.034,"homogeneous","GLO",1.185,TRUE,"auto",NA,"GEV",3.349,2.164,FALSE,307.1,115.2,307.1,62.5,FALSE
"DILLON","CO00875","72h",35,0.779,"homogeneous","GLO",1.214,TRUE,"auto",NA,"GEV",2.985,1.771,FALSE,501,184.5,501,63.2,FALSE
"NORTH ANNA DAM","VA17702","24h",5,0.552,"homogeneous","GLO",0.422,TRUE,"auto",NA,"GEV",0.53,0.108,TRUE,538.5,205.6,538.5,61.8,FALSE
"NORTH ANNA DAM","VA17702","72h",5,2.451,"heterogeneous (H1 >= 2 — review region manually)","GEV",0.405,TRUE,"auto",NA,"GLO",0.707,0.302,TRUE,519,287.7,762.6,91.5,TRUE
"PATOKA LAKE DAM","IN03018","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"PATOKA LAKE DAM","IN03018","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"YOUGHIOGHENY DAM","PA00109","24h",47,-0.697,"homogeneous","GLO",1.108,TRUE,"auto",NA,"GEV",1.805,0.697,FALSE,414.8,162,414.8,61,FALSE
"YOUGHIOGHENY DAM","PA00109","72h",48,-0.164,"homogeneous","GEV",0.237,TRUE,"auto",NA,"GNO",1.277,1.04,FALSE,299.4,178.2,434.1,85.5,FALSE
"HUFFMAN DAM","OH00426","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"HUFFMAN DAM","OH00426","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"JOHN HOLLIS BANKHEAD LOCK DAM & PH","AL01427","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"JOHN HOLLIS BANKHEAD LOCK DAM & PH","AL01427","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"CHERRY VALLEY","CA00125","24h",45,0.834,"homogeneous","GEV",0.547,TRUE,"auto",NA,"GNO",1.593,1.046,FALSE,349.8,198.5,516.2,90.8,FALSE
"CHERRY VALLEY","CA00125","72h",43,0.624,"homogeneous","GEV",0.155,TRUE,"auto",NA,"GNO",1.045,0.89,FALSE,673.5,364.1,996.5,93.9,FALSE
"PRADO DAM","CA10022","24h",52,0.124,"homogeneous","GEV",0.568,TRUE,"auto",NA,"GNO",0.68,0.112,TRUE,487.3,261,727.1,95.6,FALSE
"PRADO DAM","CA10022","72h",52,-0.973,"homogeneous","PE3",0.845,TRUE,"auto",NA,"GNO",2.09,1.245,FALSE,614.9,441.9,1274.9,135.5,FALSE
"WILLIAM H. HARSHA LAKE DAM","OH00929","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"WILLIAM H. HARSHA LAKE DAM","OH00929","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"FT COBB LAKE","OK02502","24h",14,0.693,"homogeneous","GEV",0.712,TRUE,"auto",NA,"GNO",1.216,0.504,FALSE,281.8,166.9,418.9,89.4,FALSE
"FT COBB LAKE","OK02502","72h",15,-1.121,"homogeneous","GLO",0.836,TRUE,"auto",NA,"GEV",1.998,1.162,FALSE,459.8,188.5,459.8,59,FALSE
"MISSISSIPPI RIVER LOCK 19","IL01238","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"MISSISSIPPI RIVER LOCK 19","IL01238","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"TAYLORSVILLE LAKE DAM","KY00051","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"TAYLORSVILLE LAKE DAM","KY00051","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"HULAH LAKE","OK10312","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"HULAH LAKE","OK10312","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"CATAWBA","NC00141","24h",43,0.556,"homogeneous","GEV",0.16,TRUE,"auto",NA,"GNO",1.441,1.281,FALSE,452.6,249.1,657,90.1,FALSE
"CATAWBA","NC00141","72h",43,0.969,"homogeneous","GLO",0.529,TRUE,"auto",NA,"GEV",3.013,2.484,FALSE,959.5,359,959.5,62.6,FALSE
"LINVILLE","NC00375","24h",43,0.558,"homogeneous","GEV",0.01,TRUE,"auto",NA,"GNO",1.206,1.196,FALSE,434.3,241.3,631.6,89.9,FALSE
"LINVILLE","NC00375","72h",43,1.001,"acceptably homogeneous (H1 in [1,2))","GLO",0.517,TRUE,"auto",NA,"GEV",2.971,2.454,FALSE,959.5,359,959.5,62.6,FALSE
"HIGH ROCK","NC00388","24h",31,0.804,"homogeneous","GNO",0.553,TRUE,"auto",NA,"PE3",1.485,0.932,FALSE,360.9,219.5,571.8,97.6,FALSE
"HIGH ROCK","NC00388","72h",31,0.89,"homogeneous","GEV",0.205,TRUE,"auto",NA,"GNO",1.288,1.083,FALSE,519.6,289.4,756.2,89.9,FALSE
"CHATUGE","NC00391","24h",41,0.2,"homogeneous","GEV",0.566,TRUE,"auto",NA,"GNO",1.603,1.037,FALSE,378.2,221,553.9,88,FALSE
"CHATUGE","NC00391","72h",39,0.58,"homogeneous","GEV",1.446,TRUE,"auto",NA,"GLO",2.214,0.768,FALSE,494.2,287.4,722,87.9,FALSE
"UPPER BAKER","WA00173","24h",50,0.792,"homogeneous","GEV",1.099,TRUE,"auto",NA,"GNO",1.665,0.566,FALSE,289.1,178.1,426.8,86,FALSE
"UPPER BAKER","WA00173","72h",49,-0.183,"homogeneous","GLO",1.183,TRUE,"auto",NA,"GEV",3.317,2.134,FALSE,625,271.2,625,56.6,FALSE
"WEST PASS DIKE","WA00174","24h",50,0.78,"homogeneous","GEV",1.098,TRUE,"auto",NA,"GNO",1.662,0.564,FALSE,289.1,178.1,426.8,86,FALSE
"WEST PASS DIKE","WA00174","72h",49,-0.187,"homogeneous","GLO",1.198,TRUE,"auto",NA,"GEV",3.306,2.108,FALSE,625,271.2,625,56.6,FALSE
"MOHAWK DAM","OH00016","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"MOHAWK DAM","OH00016","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"CASITAS","CA10139","24h",45,-0.366,"homogeneous","GNO",0.006,TRUE,"auto",NA,"GEV",1.057,1.051,FALSE,388.2,222.7,617.9,101.8,FALSE
"CASITAS","CA10139","72h",47,-1.392,"homogeneous","PE3",0.37,TRUE,"auto",NA,"GNO",2.307,1.937,FALSE,529.8,365.9,1055.2,130.1,FALSE
"LAKE HOUSTON DAM","TX03416","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"LAKE HOUSTON DAM","TX03416","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"MILTONA LAKE","MN00181","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"MILTONA LAKE","MN00181","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"CHIVERY DAM","LA00004","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"CHIVERY DAM","LA00004","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"STRUCTURE 61","FL00268","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"STRUCTURE 61","FL00268","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"PALO DURO DAM","TX06400","24h",47,-2.668,"homogeneous","GEV",1.677,FALSE,"auto",NA,"GLO",2.781,1.104,TRUE,274.4,155.6,405.8,91.2,TRUE
"PALO DURO DAM","TX06400","72h",45,-3.011,"homogeneous","GEV",1.795,FALSE,"auto",NA,"GNO",2.78,0.985,TRUE,303.5,176.9,450.9,90.3,TRUE
"UNION VALLEY","CA00816","24h",52,-0.36,"homogeneous","GEV",0.055,TRUE,"auto",NA,"GNO",1.081,1.026,FALSE,388.8,223.7,573,89.8,FALSE
"UNION VALLEY","CA00816","72h",50,0.805,"homogeneous","GEV",0.162,TRUE,"auto",NA,"GNO",1.29,1.128,FALSE,689.2,389.2,1025.6,92.4,FALSE
"BERGLAND DAM","MI00028","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"BERGLAND DAM","MI00028","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"SAN VICENTE","CA00113","24h",44,0.412,"homogeneous","GEV",0.122,TRUE,"auto",NA,"GNO",1.295,1.173,FALSE,436.8,233.8,646.6,94.5,FALSE
"SAN VICENTE","CA00113","72h",45,0.6,"homogeneous","GNO",0.221,TRUE,"auto",NA,"GEV",1.82,1.599,FALSE,686.8,411.9,1177,111.4,FALSE
"LONG VALLEY","CA00090","24h",36,0.865,"homogeneous","GLO",1.452,TRUE,"auto",NA,"GEV",1.728,0.276,TRUE,459.7,170.9,459.7,62.8,FALSE
"LONG VALLEY","CA00090","72h",40,0.705,"homogeneous","GEV",1.641,FALSE,"auto",NA,"GLO",1.722,0.081,TRUE,521.1,278.5,774.5,95.2,TRUE
"DILLON DAM","OH00007","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"DILLON DAM","OH00007","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"ARROWROCK","ID00280","24h",36,1.12,"acceptably homogeneous (H1 in [1,2))","GEV",0.567,TRUE,"auto",NA,"GNO",1.442,0.875,FALSE,125.8,74.1,184.5,87.7,FALSE
"ARROWROCK","ID00280","72h",45,0.809,"homogeneous","GEV",1.372,TRUE,"auto",NA,"GNO",1.958,0.586,FALSE,171,106.8,250.8,84.2,FALSE
"LAKE MURRAY","OK10039","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"LAKE MURRAY","OK10039","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"WALLACE LAKE DAM","LA00180","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"WALLACE LAKE DAM","LA00180","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"SUTTON DAM","WV00701","24h",46,0.73,"homogeneous","GLO",0.553,TRUE,"auto",NA,"GEV",2.921,2.368,FALSE,337,138.2,337,59,FALSE
"SUTTON DAM","WV00701","72h",49,-0.135,"homogeneous","GEV",1.833,FALSE,"auto",NA,"GLO",2.414,0.581,TRUE,269.5,166.3,391.2,83.4,TRUE
"JEMEZ CANYON DAM","NM00003","24h",39,0.494,"homogeneous","GLO",1.991,FALSE,"auto",NA,"GEV",2.081,0.09,TRUE,184.4,75.1,184.4,59.3,TRUE
"JEMEZ CANYON DAM","NM00003","72h",38,0.316,"homogeneous","GLO",1.807,FALSE,"auto",NA,"GEV",2.199,0.392,TRUE,236.1,95.4,236.1,59.6,TRUE
"TWO RIVERS DAM (DIAMOND A & ROCKY)","NM00004","24h",37,0.467,"homogeneous","GEV",1.003,TRUE,"auto",NA,"GLO",2.044,1.041,FALSE,284.5,151.7,419.2,94,FALSE
"TWO RIVERS DAM (DIAMOND A & ROCKY)","NM00004","72h",40,0.621,"homogeneous","GEV",0.725,TRUE,"auto",NA,"GNO",2.104,1.379,FALSE,396.9,206.7,581.3,94.4,FALSE
"SALAMONIE LAKE DAM","IN03005","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"SALAMONIE LAKE DAM","IN03005","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"LAY","AL01418","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"LAY","AL01418","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"HORSE MESA","AZ10311","24h",48,0.29,"homogeneous","GLO",1.371,TRUE,"auto",NA,"GEV",3.08,1.709,FALSE,303.6,121.9,303.6,59.8,FALSE
"HORSE MESA","AZ10311","72h",48,0.978,"homogeneous","GEV",0.115,TRUE,"auto",NA,"GNO",0.979,0.864,FALSE,327.8,185.3,486.6,91.9,FALSE
"THOMAS HILL RESERVOIR DAM","MO10134","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"THOMAS HILL RESERVOIR DAM","MO10134","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"LOCK & DAM #5A","MN00588","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"LOCK & DAM #5A","MN00588","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"LOCK & DAM #8","WI00803","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"LOCK & DAM #8","WI00803","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"BLUE MOUNTAIN","AR00157","24h",5,0.456,"homogeneous","GLO",0.107,TRUE,"auto",NA,"GEV",0.76,0.653,FALSE,657,254,657,61.3,FALSE
"BLUE MOUNTAIN","AR00157","72h",5,-1.1,"homogeneous","GLO",0.191,TRUE,"auto",NA,"GEV",0.644,0.453,TRUE,860.6,333.3,860.6,61.3,FALSE
"FALL RIVER LAKE","KS00003","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"FALL RIVER LAKE","KS00003","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"BUZZARDS ROOST EMBANKMENT","SC00109","24h",31,0.567,"homogeneous","GEV",0.301,TRUE,"auto",NA,"GNO",1.399,1.098,FALSE,446.7,251.9,651.3,89.4,FALSE
"BUZZARDS ROOST EMBANKMENT","SC00109","72h",29,0.545,"homogeneous","GEV",1.154,TRUE,"auto",NA,"GLO",1.936,0.782,FALSE,534.9,307.1,779.8,88.4,FALSE
"POMONA DAM","KS00010","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"POMONA DAM","KS00010","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"CRAB ORCHARD DAM","IL00083","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"CRAB ORCHARD DAM","IL00083","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"STP MAIN COOLING RESERVOIR DAM","TX05792","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"STP MAIN COOLING RESERVOIR DAM","TX05792","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"BARTLETT","AZ10308","24h",45,0.187,"homogeneous","GEV",1.973,FALSE,"auto",NA,"GLO",2.648,0.675,TRUE,205.5,122.8,305.4,88.8,TRUE
"BARTLETT","AZ10308","72h",47,0.353,"homogeneous","GEV",0.819,TRUE,"auto",NA,"GNO",1.911,1.092,FALSE,336.7,190.5,500,91.9,FALSE
"C J STRIKE","ID00054","24h",42,1.124,"acceptably homogeneous (H1 in [1,2))","GLO",1.637,TRUE,"auto",NA,"GEV",2.204,0.567,FALSE,174.5,70.1,174.5,59.8,FALSE
"C J STRIKE","ID00054","72h",42,0.795,"homogeneous","GEV",1.73,FALSE,"auto",NA,"GNO",2.173,0.443,TRUE,150.7,94.5,222.2,84.7,TRUE
"EL DORADO LAKE","KS00027","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"EL DORADO LAKE","KS00027","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"SMITHVILLE DAM","MO12084","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"SMITHVILLE DAM","MO12084","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"WYLIE","SC00685","24h",44,0.533,"homogeneous","GEV",0.097,TRUE,"auto",NA,"GNO",1.412,1.315,FALSE,478.8,263.9,696.6,90.4,FALSE
"WYLIE","SC00685","72h",44,0.653,"homogeneous","GLO",0.537,TRUE,"auto",NA,"GEV",2.897,2.36,FALSE,1018.7,380.6,1018.7,62.6,FALSE
"BELLE FOURCHE","SD01100","24h",42,0.312,"homogeneous","GNO",0.134,TRUE,"auto",NA,"GEV",0.842,0.708,FALSE,194,115.2,297.5,94,FALSE
"BELLE FOURCHE","SD01100","72h",44,0.612,"homogeneous","GNO",0.355,TRUE,"auto",NA,"GEV",1.15,0.795,FALSE,235.1,139.6,354.8,91.6,FALSE
"KACHESS DAM","WA00260","24h",48,0.653,"homogeneous","GEV",1.286,TRUE,"auto",NA,"GNO",2.297,1.011,FALSE,356.1,204.4,523.7,89.7,FALSE
"KACHESS DAM","WA00260","72h",50,-0.027,"homogeneous","GLO",1.418,TRUE,"auto",NA,"GEV",2.6,1.182,FALSE,713.3,292.9,713.3,58.9,FALSE
"CAESAR CREEK LAKE DAM AND SADDLE DAMS #1 AND #4","OH00927","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"CAESAR CREEK LAKE DAM AND SADDLE DAMS #1 AND #4","OH00927","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"ALDER","WA00257","24h",49,0.808,"homogeneous","GEV",1.699,FALSE,"auto",NA,"GLO",1.985,0.286,TRUE,379.4,221.9,557.5,88.5,TRUE
"ALDER","WA00257","72h",50,0.238,"homogeneous","GLO",1.137,TRUE,"auto",NA,"GEV",3.095,1.958,FALSE,795.1,330.6,795.1,58.4,FALSE
"WHISKEYTOWN","CA10204","24h",44,0.964,"homogeneous","GLO",1.57,TRUE,"auto",NA,"GEV",2.796,1.226,FALSE,389.1,164.2,389.1,57.8,FALSE
"WHISKEYTOWN","CA10204","72h",42,0.901,"homogeneous","GEV",2.027,FALSE,"auto",NA,"GNO",2.494,0.467,TRUE,478.9,292.3,714.8,88.2,TRUE
"DE CORDOVA BEND DAM","TX03956","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"DE CORDOVA BEND DAM","TX03956","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"BAYOU DARBONNE DAM + RESERVOIR","LA00015","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"BAYOU DARBONNE DAM + RESERVOIR","LA00015","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"TURTLE-FLAMBEAU","WI00041","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"TURTLE-FLAMBEAU","WI00041","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"MELVIN PRICE LOCKS & DAM","IL50077","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"MELVIN PRICE LOCKS & DAM","IL50077","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"WALTER BOULDIN","AL01419","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"WALTER BOULDIN","AL01419","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"CARPENTER","AR00534","24h",5,0.447,"homogeneous","GLO",0.092,TRUE,"auto",NA,"GEV",0.777,0.685,FALSE,657,254,657,61.3,FALSE
"CARPENTER","AR00534","72h",5,-1.106,"homogeneous","GLO",0.209,TRUE,"auto",NA,"GEV",0.616,0.407,TRUE,860.6,333.3,860.6,61.3,FALSE
"JORDAN","AL01423","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"JORDAN","AL01423","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"LAKE DESMET (A,B,C & SPILLWAY DIKES)","WY02303","24h",39,0.743,"homogeneous","GEV",0.21,TRUE,"auto",NA,"GNO",0.487,0.277,TRUE,151.4,89,226.6,90.9,FALSE
"LAKE DESMET (A,B,C & SPILLWAY DIKES)","WY02303","72h",41,-0.7,"homogeneous","GEV",0.547,TRUE,"auto",NA,"GNO",1.368,0.821,FALSE,206.1,118.7,308.3,92,FALSE
"LAKE DESMET (SOUTH DAM)","WY02302","24h",40,0.996,"homogeneous","GEV",0.015,TRUE,"auto",NA,"GNO",0.612,0.597,FALSE,145.7,86.8,218.3,90.3,FALSE
"LAKE DESMET (SOUTH DAM)","WY02302","72h",41,-0.764,"homogeneous","GEV",0.566,TRUE,"auto",NA,"GNO",1.314,0.748,FALSE,206.1,118.7,308.3,92,FALSE
"LAKE DESMET (NORTH DAM)","WY00456","24h",39,0.754,"homogeneous","GEV",0.198,TRUE,"auto",NA,"GNO",0.495,0.297,TRUE,151.4,89,226.6,90.9,FALSE
"LAKE DESMET (NORTH DAM)","WY00456","72h",41,-0.675,"homogeneous","GEV",0.533,TRUE,"auto",NA,"GNO",1.356,0.823,FALSE,206.1,118.7,308.3,92,FALSE
"ROBERT F. HENRY LOCK AND DAM","AL01434","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"ROBERT F. HENRY LOCK AND DAM","AL01434","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"ARTHUR R. BOWMAN","OR00579","24h",34,0.639,"homogeneous","GNO",0.467,TRUE,"auto",NA,"GEV",0.512,0.045,TRUE,146.6,88.1,228.9,96,FALSE
"ARTHUR R. BOWMAN","OR00579","72h",37,0.832,"homogeneous","GLO",1.038,TRUE,"auto",NA,"GEV",1.857,0.819,FALSE,337.4,127.8,337.4,62.1,FALSE
"CLAYTOR","VA15502","24h",43,0.907,"homogeneous","GEV",1.395,TRUE,"auto",NA,"GNO",2.357,0.962,FALSE,264.4,155.9,385.6,86.9,FALSE
"CLAYTOR","VA15502","72h",41,0.915,"homogeneous","GEV",1.562,TRUE,"auto",NA,"GNO",2.38,0.818,FALSE,295.6,180.5,430,84.4,FALSE
"SALMON FALLS","ID00044","24h",44,0.786,"homogeneous","GEV",1.456,TRUE,"auto",NA,"GNO",2.276,0.82,FALSE,106.3,62.5,156.9,88.8,FALSE
"SALMON FALLS","ID00044","72h",44,0.099,"homogeneous","GEV",0.556,TRUE,"auto",NA,"GNO",1.297,0.741,FALSE,132.3,79.2,195.9,88.2,FALSE
"DIX RIVER DAM","KY00316","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
